user_id|full_name|document_id|email|phone|country|segment|registration_date
USR-001038|Magdalena Valdés Rodríguez|25688301|magdalena.valdés.rod37@gmail.com|+51925803016|peru|estandar|09/02/2021
USR-002596|Caridad Miranda Llamas|18417353|caridad.miranda.llam20@gmail.com|(51)901807747|MX|premium|2022-07-23
USR-000941|Silvia Mercedes Sotelo Gaytán|63977729|silvia.mercedes.sote93@gmail.com|907224390|AR|estandar|2020-05-28
USR-003605|María Teresa Gálvez Paz|85039384|maría.teresa.gálvez.98@outlook.com|(51)997695759|CL|premium|2022-06-30
USR-001684|Alvaro Guillermo Vega|22191376|alvaro.guillermo.veg49@outlook.com|(51)945771967|PE||2020-10-20
USR-002242|Dulce María Lucio|09996839|dulce.maría.lucio77@gmail.com|958141542|CO|premium|2023-01-08
USR-003895|Olivia Reséndez Campos|487818884|olivia.reséndez.camp23@gmail.com|963711432|MEX||04/05/2021
USR-002344|María del Carmen Yuridia Contreras Mendoza|13198329|maría.del.carmen.yur18@yahoo.com|990613108|MX|estandar|2021-02-25
USR-002713|Paulina Montaño|69707054|paulina.montaño20@hotmail.com|(51)992937619|MX|estandar|09/08/2023
USR-003336||54157937|1@yahoo.com|51-942-630-667|CO|estandar|15/11/2023
USR-002576|Carlota Ureña Acevedo|92874063|carlota.ureña.aceved94@yahoo.com|51-902-369-969|AR|estandar|2022-05-15
USR-000210|Gloria Carreón Vélez|87832982|gloria.carreón.vélez39@outlook.com|+51962096439|PE|estandar|26/03/2022
USR-003317|Alonso Patricio Nevárez Ochoa|325460514|alonso.patricio.nevá81@outlook.com|(51)971219611|MX|premium|14/02/2021
USR-001546|Mateo Guevara Briones|26146600|mateo.guevara.brione35@gmail.com|(51)933572146|CL||2021-08-22
USR-000711|Dr. Agustín Melgar|00870784|dr..agustín.melgar60@gmail.com|+51919753778|AR|nuevo|2021-08-17
USR-002260|Socorro Rebeca de la Fuente|16091184|socorro.rebeca.de.la21@yahoo.com|+51960218412|MX|premium|11/01/2020
USR-003121|Eugenio Eugenio Sosa|30843840|eugenio.eugenio.sosa32@outlook.com|51-904-462-471|MX|premium|10/09/2021
USR-001924|Dr. Víctor Tamez|66081006|dr..víctor.tamez83@hotmail.com||MX|nuevo|2023-07-24
USR-003467|Ariadna Socorro Borrego|52708825|ariadna.socorro.borr71@yahoo.com|+51968042538|PE|nuevo|31/03/2021
USR-002386|Olga Muñoz Tafoya|87715236|olga.muñoz.tafoya49@gmail.com|51-924-966-809|COL|nuevo|15/08/2023
USR-003356|Victoria Valladares Lara|39614199|victoria.valladares.68@hotmail.com|(51)934265447|CO|estandar|2021-08-22
USR-003724|Cecilia Minerva Vera|42909122|cecilia.minerva.vera46@gmail.com|+51932351646|CO|nuevo|2023-03-08
USR-001723|Luis Manuel Isaac Rascón|97940032|luis.manuel.isaac.ra83@hotmail.com|(51)961058845|AR|premium|2020-08-11
USR-000823|Sr. Leonardo Nájera|15745745|sr..leonardo.nájera26@yahoo.com|+51978245826|AR|estandar|2021-11-10
USR-000373|Dr. Santiago Roque|47453269|dr..santiago.roque46@gmail.com|+51903720968|MX|nuevo|2021-12-03
USR-000734|Carlos Leonel Montez Quiñones|077624746|carlos.leonel.montez90@hotmail.com|51-988-483-204|CO|estandar|2020-01-06
USR-000055|Dra. Elena Rodarte|94095586|nodisponible|(51)956609154|AR|nuevo|2020-07-09
USR-002797|Lucía Marisol Téllez|09741880|lucía.marisol.téllez78@yahoo.com|(51)909454425|MX|estandar|22/05/2022
USR-001172|Raúl Alcaraz|59223405|raúl.alcaraz23@outlook.com|983012713|AR|estandar |13/05/2022
USR-002115|Miguel Ángel Abelardo Perea|36676490|miguel.ángel.abelard74@yahoo.com|51-988-431-606|AR|estandar|09/06/2022
USR-001244|Lic.|Benjamín Lucio|54943283|lic.benjamín.lucio62@yahoo.com|+51946510598|CO|premium|2022-01-27
USR-003652|Nadia Ceja|93569859|nadia.ceja87@hotmail.com|51-918-222-161|MX|estandar|2021-04-05
USR-000456|Blanca Benavídez|21093979|blanca.benavídez60@yahoo.com|973233201|MX|estandar|18/02/2023
USR-002011|Tania Meraz Aguilera|43806665|tania.meraz.aguilera73@gmail.com|+51952658230|MEX|nuevo|2022-11-26
USR-001654|Dra. Laura de la Torre|47954294|dra..laura.de.la.tor43@hotmail.com|+51997151355|CO|nuevo|2023-01-06
USR-001123|Sonia Gutiérrez|28217242|sonia.gutiérrez67@yahoo.com|+51940422841|CO|premium|16/05/2021
USR-001276|Lic. Manuel Rosas|36759357|lic..manuel.rosas7@gmail.com|51-991-031-484|AR|estandar|2021-10-19
USR-000097|Jonás Camacho Salcedo|04128114|jonás.camacho.salced17@yahoo.com|(51)912983507|MX||25/07/2021
USR-001524|Dra. Claudia Anaya|53539119|dra..claudia.anaya55@yahoo.com|51-912-954-606|MX| nuevo|2023-11-04
USR-000287|Santiago Mena Posada|66617977|santiago.mena.posada63@hotmail.com|+51940177009|Peru|estandar|16/06/2023
USR-002938|Ing. Cornelio Jiménez|21912228|ing..cornelio.jiméne78@yahoo.com|(51)902940870|PE|ESTANDAR|2022-10-03
USR-003238|N/A|65967925|n/a82@gmail.com|51-948-042-815|CL|premium|21/04/2020
USR-000646|Cynthia Flores Cornejo|33847652|cynthia.flores.corne35@hotmail.com|+51927306162|MX|estandar|2023-04-11
USR-002453|Ing. Mariana Morales|69589806|ing..mariana.morales97@gmail.com|51-983-147-005|MX||01/08/2020
USR-001894|Irma Naranjo Luna|68226032|irma.naranjo.luna75@gmail.com|51-916-005-806|AR|estandar|2021-10-31
USR-002051|Ana Luisa Treviño Vera|79817618|ana.luisa.treviño.ve61@hotmail.com|+51929947309|PE|premium|2020-06-21
USR-002027|Estela Julia Segura|4247924|sin_correo|(51)987809309|Chile|estandar|2020-02-22
USR-000458|Bernardo Porfirio Varela Reyes|05178463|nodisponible|917946374|MX|estandar|2022-01-06
USR-002280|Isaac Ferrer|50679172|isaac.ferrer86@gmail.com|+51989811363|MX|premium|2021-05-01
USR-003501|Aldo Jonás Carvajal|25061147|aldo.jonás.carvajal83@yahoo.com|51-938-785-298|AR| nuevo|2021-06-11
USR-000397|Mauro Andrés Espinoza Gómez|53478165|mauro.andrés.espinoz58@gmail.com|+51939288395|MX|estandar|2023-05-27
USR-002273|Carolina Gil|40167227|carolina.gil50@hotmail.com|(51)983552433|AR|nuevo|28/11/2021
USR-002457||53157125|64@outlook.com|934905545|CO|estandar|2020-04-14
USR-003893|Joaquín Luis Covarrubias Jáquez|61836884|joaquín.luis.covarru4@gmail.com|+51975974289|PE|nuevo|17/09/2021
USR-002962|Irene Ramírez Arenas|06085934|irene.ramírez.arenas26@hotmail.com|51-973-062-883|CL|estandar|2023-06-07
USR-003068|Ing. Adriana del Río|83309606|ing..adriana.del.río28@outlook.com|(51)949333187|CO|estandar|2023-01-13
USR-003278|Eloy Benjamín Olivas|8413793|eloy.benjamín.olivas2@gmail.com|(51)902875128|PER|ESTANDAR|01/12/2020
USR-002895|Linda Soto Serrato|55659693|linda.soto.serrato79@outlook.com|(51)947977936|MX||2022-02-13
USR-003399|Sonia|Tapia Correa|50362388|soniatapia.correa94@gmail.com|(51)990791950|PE|nuevo|2021-12-03
USR-000377|Gregorio Vanegas|66417271|gregorio.vanegas70@outlook.com|900807926|PE|premium|2020-07-02
USR-002262|Lic. Alonso Zapata|80105814|lic..alonso.zapata4@gmail.com|51-963-197-819|CL|premium|08/07/2023
USR-003143|Victoria Dávila|37492961|victoria.dávila96@yahoo.com|+51921943923|MX|estandar|2022-05-04
USR-001866|Mónica Lucía Valverde Jurado|23105267|mónica.lucía.valverd71@gmail.com|(51)999508420|PE||2022-06-10
USR-001501|Abraham Nieves|79368505||+51919182427|CL| nuevo|2022-07-09
USR-000613|Alberto Francisco Javier Salinas|65680057|alberto.francisco.ja61@hotmail.com|(51)976471293|MX|estandar|13/01/2021
USR-003757|Nancy Figueroa Rendón|84350843|nancy.figueroa.rendó43@outlook.com|+51963851627|CL|premium|12/08/2021
